geometry.lat,geometry.long,properties.county,properties.state,properties.address,properties.name,properties.phone
34.6204197,-98.4234812,OK,US,"1216 NW Sheridan Road, Lawton, Oklahoma 73505",CSL Plasma,580-248-4851
36.1604641,-95.9189476,OK,US,"5030 E. Admiral Place, Tulsa, Oklahoma 74115",CSL Plasma,918-838-2656
36.1468413,-95.9909005,OK,US,"824 S. Cheyenne, Tulsa, Oklahoma 74119",CSL Plasma,918-582-4346
45.5269887,-122.4952017,OR,US,"16225 NE Glisan, Gresham, Oregon 97230",CSL Plasma,503-251-8822
30.59982549999999,-96.3044161,TX,US,"2704 Texas Avenue, College Station, Texas 77840",CSL Plasma,979.764.1770
33.987757,-81.02953289999999,Richland County,SC,"215 Assembly Street, Columbia, South Carolina 29201",CSL Plasma,803-254-2280
32.858496,-79.98523050000001,SC,US,"3725 Rivers Avenue Ste 7, Charleston, South Carolina 29405",CSL Plasma,843-554-3381
35.0569149,-85.28011049999999,Hamilton County,TN,"1501 Riverside Dr. Suite 110, Chattanooga, Tennessee 37406",CSL Plasma,423-624-5555
34.9862686,-85.2868268,TN,US,"2809 E 50th Street, Chattanooga, Tennessee 37407",CSL Plasma,423-826-4040
35.9622636,-83.93398409999999,Knox County,TN,"1616 Grand Avenue, Knoxville, Tennessee 37916",CSL Plasma,865-637-4052
35.1063597,-89.9318529,Shelby County,TN,"3923 Park Avenue, Memphis, Tennessee 38111",CSL Plasma,901-452-7558
36.2553007,-86.71700880000002,Davidson County,TN,"820 Madison Square, Madison, Tennessee 37115",CSL Plasma,615-865-1246
25.9014222,-97.49625809999999,TX,US,"653 E 13th Street, Brownsville, Texas 78520",CSL Plasma,956-574-9200
32.7398546,-97.0168321,Dallas County,TX,"550 S. Carrier Pkwy, Suite 280, Grand Prairie, Texas 75051",CSL Plasma,972-263-3374
32.7348684,-96.6501957,Dallas County,TX,"10121 Lake June Road, # 503, Dallas, Texas 75217",CSL Plasma,972-329-0186
32.6849588,-97.3220803,Tarrant County,TX,"4200 South Freeway Ste 1946, Ft. Worth, Texas 76115",CSL Plasma,817-207-8554
27.7389929,-97.42637020000001,TX,US,"4977-A Ayers Street, Corpus Christi, Texas 78415",CSL Plasma,361-883-5106
32.4517919,-99.76115949999999,TX,US,"3202-C North First Street, Abilene, Texas 79603",CSL Plasma,325-673-7121
40.70699,-111.8891835,UT,US,"2978 South State Street, South Salt Lake City, Utah 84115",CSL Plasma,801-485-5085
47.6774455,-117.4262426,WA,US,"2126 N Monroe Street, Spokane, Washington 99205",CSL Plasma,509-340-6406
47.6576145,-117.2754109,WA,US,"9621 East Sprague Ave., Spokane, Washington 99206",CSL Plasma,509-926-1881
42.7169678,-87.8387484,Racine County,WI,"4901 Washington Avenue, Racine, Wisconsin 53406",CSL Plasma,262-721-0148
42.50114,-89.0377929,Rock County,WI,"144 West Grand Avenue, Beloit, Wisconsin 53511",CSL Plasma,608-362-2966
52.0230697,8.5331037,Detmold,NRW,"Niederwall 1-3, Bielefeld, 33603 Germany",CSL Plasma,49.521.967270
51.53644389999999,9.9341458,GÖ,NDS,"WenderStrasse 75, Gottingen, 37073 Germany",CSL Plasma,49-551-495060
52.5078162,13.3996386,Berlin,Berlin,"Axel-Springer Strasse 42, Berlin, 10969 Germany",CSL Plasma,49.302.537470
52.26327,10.52167,BS,NDS,"Burgpassage 7, 38100 Braunschweig, 38100 Germany",CSL Plasma,49.531.243560
53.0805714,8.8167907,Bremen,HB,"An der Weide 27-29, 28195 Bremen, 28195 Germany",CSL Plasma,49.421.173640
54.3096719,10.1258695,KI,SH,"Sophienblatt 98-100, 24114 Kiel, 24114 Germany",CSL Plasma,49.431.661690
49.450202,11.0778966,Mittelfranken,BY,"Pfannenschmiedsgasse 5, 90402 Nurnberg, 90402 Germany",CSL Plasma,49.911.22911
31.5267695,-97.16662070000001,TX,US,"300 N Valley Mills, Ste B, Waco, Texas 76710",CSL Plasma,254-741-6683
36.1009483,-115.1004392,Clark County,NV,"3430 E Tropicana Avenue, Ste 68, Las Vegas, Nevada 89121",CSL Plasma,702-458-3962
32.8138298,-96.63332729999999,Dallas County,TX,"3600 Gus Thomason Road, Ste 135, Mesquite, Texas 75150",CSL Plasma,972-755-5324
25.9001912,-97.4955289,TX,US,"1401 E. Washington Street, Suite B, Brownsville, Texas 78520",CSL Plasma,956-982-0445
41.0367528,-85.13582219999999,Allen County,IN,"108 East Pettit Avenue, Fort Wayne, Indiana 46806",CSL Plasma,260-454-5083
29.7462324,-94.9790003,Harris County,TX,"1911 Garth Road, Baytown, Texas 77520",CSL Plasma,281-422-0783
32.7161763,-96.80506989999999,Dallas County,TX,"2627 South Lancaster Road, Dallas, Texas 75216",CSL Plasma,214-372-9901
29.5681369,-98.3839751,TX,US,"14004 Nacogdoches Road, San Antonio, Texas, 78247",CSL Plasma,210-320-3582
34.85270089999999,-82.4485639,Greenville County,SC,"3221 W Blue Ridge Drive, Greenville, South Carolina 29611",CSL Plasma,864-962-4273
45.6193125,-122.5505178,Clark County,WA,"11803 SE Mill Plain Blvd, Ste 101, Vancouver, Washington 98683",CSL Plasma,360-597-2691
33.751499,-84.26717939999999,GA,US,"1283 Columbia Drive, Decatur, Georgia 30032",CSL Plasma,404-424-8503
38.7696748,-90.2640675,St Louis County,MO,"10970 New Halls Ferry Road, St. Louis, Missouri 63136",CSL Plasma,314-255-1705
42.2457715,-83.1945932,MI,US,"2625 Dix Highway, Lincoln Park, Michigan 48858",CSL Plasma,313.305.1218
47.321079,-122.3044715,King County,WA,"2200 S 314th Street, Federal Way, Washington 98003",CSL Plasma,
31.338253,-110.937977,Santa Cruz County,AZ,"350 N Grand Court Plaza, Nogales, Arizona 85621",CSL Plasma,520-394-7238
32.3865002,-86.2093265,Montgomery County,AL,"3536 Eastdale Circle, Montgomery, Alabama 36117",CSL Plasma,334-539-3256
33.5766426,-84.3753151,GA,US,"6525 Tara Boulevard, Suite B, Jonesboro, Georgia 30236",CSL Plasma,678-487-1035
33.8050158,-84.191586,Dekalb County,GA,"937 N Hairston Road, Suite 1, Stone Mountain, Georgia 30083",CSL Plasma,770-783-2475
27.9419866,-82.3373002,FL,US,"10061 E Adamo Drive, Tampa, Florida 33619",CSL Plasma,813-749-4072
42.6446062,-83.3261851,Oakland County,MI,"482 N Telegraph Road, Pontiac, Michigan 48341",CSL Plasma,248-724-3319
32.3353908,-111.0455342,Pima County,AZ,"3757 W Ina Road, Ste 100/120, Tucson, Arizona 85741",CSL Plasma,520-394-7246
25.9382249,-97.49587749999999,TX,US,"1601 East Price Road, Brownsville, Texas 78521",CSL Plasma,956-545-0152
47.3702114,-122.2041706,King County,WA,"25818 102nd Place, Kent, Washington 98030",CSL Plasma,206-204-5089
36.0161241,-79.8056849,Guilford County,NC,"2920 Randleman Road, Suite B, Greensboro, North Carolina 27406",CSL Plasma,336-261-0251
32.3254812,-86.23865029999999,Montgomery County,AL,"4049 Eastern Boulevard, Montgomery, Alabama 36116",CSL Plasma,334-819-5450
26.7863652,-80.054186,Palm Beach County,FL,"80 E 30th Street, Riviera Beach, Florida 33404",CSL Plasma,561-807-6016
33.877504,-84.5306561,GA,US,"3201 South Cobb Drive, Suite A, Smyrna, Georgia 30080",CSL Plasma,770-504-5101
30.4195316,-89.09325679999999,MS,US,"9245 Highway 49, Gulfport, Mississippi 39503",CSL Plasma,228-236-3305
41.5582308,-87.69594529999999,Cook County,IL,"18232 South Kedzie Avenue, Hazel Crest, Illinois 60429",CSL Plasma,708-793-5167
44.83972,-93.30959,MN,US,"9056 Penn Avenue, Bloomington, Minnesota 55431",CSL Plasma,952-392-4541
45.5090558,-122.9624706,OR,US,"2055 S.E. Tualatin Valley Hwy, Suite 5, Hillsboro, Oregon 97123",CSL Plasma,503-547-0638
34.9616227,-81.0069496,York County,SC,"1807 Cherry Road, Suite 129, Rock Hill, South Carolina 29732",CSL Plasma,803-227-0785
38.523421,-90.3628715,St Louis County,MO,"165 Concord Plaza Shopping Center, St Louis, Missouri 63128",CSL Plasma,314-675-3163
36.0262579,-114.9645449,Clark County,NV,"862 South Boulder Highway, Henderson, Nevada 89015",CSL Plasma,702-942-1763
35.8312445,-86.375074,Rutherford County,TN,"1628 S Middle Tennessee Boulevard, Murfreesboro, Tennessee 37130",CSL Plasma,615-869-0023
33.362659,-111.7880068,Maricopa County,AZ,"711 N Gilbert Road, Gilbert, Arizona 85234",CSL Plasma,602-218-5097
39.8139805,-105.1298243,Jefferson County,CO,"11651 W 64th Avenue, Suite B1, Arvada, Colorado 80004",CSL Plasma,303-425-9959
42.2241981,-85.5922837,MI,US,"325 Mall Drive, Portage, Michigan 49024",CSL Plasma,269.775.0302
36.1336607,-80.24108480000001,NC,US,"3419 N Patterson Avenue, Winston-Salem, North Carolina 27105",CSL Plasma,336-837-4038
39.1728664,-76.6306214,Anne Arundel County,MD,"7385-L Baltimore Annapolis Boulevard, Glen Burnie, Maryland 21061",CSL Plasma,410-999-6421
35.1462351,-106.6423475,Bernalillo County,NM,"6211 4th Street NW, Suite 15, Albuquerque, New Mexico 87107",CSL Plasma,505-359-2262
39.9118013,-104.9775721,CO,US,"11874 Washington Street, Northglenn, Colorado 80233",CSL Plasma,303-515-7621
26.2470432,-80.2012882,Broward County,FL,"1406 North State Road 7, Margate, Florida 33063",CSL Plasma,954-874-0634
27.8400439,-82.7014107,Pinellas County,FL,"7490 49th Street North, Pinellas Park, Florida 33781",CSL Plasma,727-245-1802
42.4081962,-83.09637479999999,Wayne County,MI,"14088 Woodward Avenue, Highland Park, Michigan 48203",CSL Plasma,313-346-1204
29.7697482,-95.2296487,TX,US,"11430 E Freeway, Suite 350, Houston, Texas 77029",CSL Plasma,713-807-7555
33.5813556,-112.2695831,AZ,US,"9770 W Peoria Avenue, Peoria, Arizona 85345",CSL Plasma,623-383-2111
39.9717033,-76.6785297,PA,US,"2430 Eastern Boulevard, York, Pennsylvania 17402",CSL Plasma,717-767-2348
28.4874391,-81.4064343,Orange County,FL,"2075 Americana Blvd, Ste 400, Orlando, Florida 32839",CSL Plasma,407-209-3332
42.9013712,-87.86438,Milwaukee County,WI,"2983 S Chicago Avenue, South Milwaukee, Wisconsin 53172",CSL Plasma,414-751-1223
40.0829376,-82.94893789999999,OH,US,"2617 Northland Plaza Drive, Columbus, Ohio 43231",CSL Plasma,614-568-2205
39.8406777,-86.1178489,Marion County,IN,"2750 East 46th Street, Indianapolis IN 46205",CSL Plasma,317-622-5058
32.3062602,-90.22795239999999,MS,US,"959 Ellis Avenue Unit 32G, Jackson, Mississippi 39209",CSL Plasma,601.533.0948
40.0376517,-75.11887569999999,Philadelphia County,PA,"101 E Olney Ave Suite 10, Philadelphia Pennsylvania 19120",CSL Plasma,215-554-6846
40.0888967,-74.96623439999999,PA,US,"107 Franklin Mills Blvd Suite 107, Philadelphia, Pennsylvania 19154",CSL Plasma,215-991-0213
26.097666,-98.26777899999999,TX,US,"1121 South Bridge Street, Hidalgo, Texas 78557",CSL Plasma,956-225-0143
39.0785481,-108.5343507,Mesa County,CO,"2650 North Avenue, Grand Junction, Colorado 81501",CSL Plasma,970-233-7947
29.8966162,-90.1424716,Jefferson Parish,LA,"1050 Westbank Expressway, Westwego, Louisiana 70094",CSL Plasma,504-704-1374
28.0414785,-81.9900397,Polk County,FL,"2041 George Jenkins Blvd, Lakeland, Florida 33815",CSL Plasma,863-937-0263
28.9217524,-81.2993175,FL,US,"2404 S. Volusia, Orange City, Florida 32763",CSL Plasma,386-917-1808
29.3826938,-98.460062,Bexar County,TX,"3524 S New Braunfels Ave, San Antonio, Texas 78223",CSL Plasma,830-460-6067
42.9776375,-83.7745186,MI,US,"5038 Miller Road, Flint, Michigan 48858",CSL Plasma,810-244-0281
29.7023587,-95.6445323,Harris County,TX,"6862 Highway 6 South, Ste 124, Houston, Texas 77083",CSL Plasma,832-476-9400
39.36792579999999,-76.5660311,Baltimore,MD,"2317 E Northern Parkway, Baltimore, Maryland 21214",CSL Plasma,410-235-1568
41.3987947,-82.1057019,Lorain County,OH,"255 Midway Boulevard, Elyria, Ohio 44035",CSL Plasma,440-374-5027
41.13636,-81.35730029999999,Portage County,OH,"1600 S Water Street, Kent, Ohio 44240",CSL Plasma,330-552-5050
41.39127269999999,-81.7584546,OH,US,"6339 Olde York Road, Parma Heights, Ohio 44130",CSL Plasma,440-471-0460
40.2352377,-76.96835659999999,Cumberland County,PA,"4880 Carlisle Pike, Mechanicsburg, Pennsylvania 17050",CSL Plasma,717.620.5155
32.4909121,-114.785388,Yuma County,AZ,"722 N. San Luis Plaza Dr, San Luis, Arizona 85349",CSL Plasma,928.504.1114
43.439017,-84.00672,Saginaw County,MI,"4596 State Street, Saginaw, Michigan 48603",CSL Plasma,989-921-3301
45.0357801,-93.3803564,MN,US,"4400 N Winnetka Avenue, New Hope, Minnesota 55428",CSL Plasma,763-259-1862
42.6147742,-83.0295421,MI,US,"43552 Van Dyke Avenue, Sterling Heights, Michigan 48314",CSL Plasma,586-933-1513
39.6807983,-86.12991919999999,Marion County,IN,"5905 Madison Ave Ste E, Indianapolis, Indiana 46227",CSL Plasma,317-808-5998
36.1169865,-115.2623413,NV,US,"3975 S. Buffalo Drive, Las Vegas, Nevada 89147",CSL Plasma,702.462.8777
43.0262853,-82.4574588,St Clair County,MI,"4025 24th Avenue, Fort Gratiot, Michigan 448059",CSL Plasma,810-216-7136
39.0953101,-84.6081322,OH,US,"4970 Delhi AVenue, Cincinnati, Ohio 45238",CSL Plasma,513-347-0763
39.2477166,-76.64130329999999,Lansdowne,MD,"3456 Annapolis Road, Halethorpe, Maryland 21227",CSL Plasma,410-561-3585
29.9381068,-93.9383572,Jefferson County,TX,"4997 Twin City Hwy Suite 130, Port Arthur, Texas 77642",CSL Plasma,409-300-3201
33.987757,-81.02953289999999,Richland County,SC,"215 Assembly Street, Columbia, South Carolina 29201",CSL Plasma,803-254-2280
34.9763301,-81.93225389999999,SC,US,"630 Chesnee Hwy Ste 3, Spartanburg, South Carolina 29303",CSL Plasma,864-529-3919
41.7253446,-83.5661372,Lucas County,OH,"6014 Lewis Avenue, Toledo, Ohio 43612",CSL Plasma,561-912-3068
26.1524682,-97.9574884,TX,US,"701 S. International, Weslaco, Texas 78596",CSL Plasma,956.225.0290
26.1653921,-97.67914449999999,TX,US,"603 N. Ed Carey Dr, Harlingen, Texas 78550",CSL Plasma,956.226.0032
32.5752094,-85.4970395,Lee County,AL,"1655 S College St. Ste C, Auburn, Alabama 36832",CSL Plasma,334-539.3333
33.9655158,-84.03570069999999,Gwinnett County,GA,"2150 Riverside Parkway, Lawrenceville, Georgia 30043",CSL Plasma,678.229.1665
42.913282,-85.6985909,Kent County,MI,"1290 28th St SW, Wyoming, Michigan 49509",CSL Plasma,616.885.9998
39.2865727,-81.55190689999999,Wood County,WV,"140 Park Shopping Center, Parkersburg, West Virginia, 26101",CSL Plasma,304.707.3014
44.954793,-93.1246725,MN,US,"572 University Ave West, St. Paul, Minnesota 55103",CSL Plasma,651-780-7225
31.7729727,-106.3377332,El Paso County,TX,"2200 N. Yarbrough Dr. Ste K, El Paso, Texas 79925",CSL Plasma,915.201.2908
32.8033274,-97.2658239,TX,US,"3141 Denton Hwy, Haltom City, Texas 76117",CSL Plasma,817.204.0291
39.222808,-84.58601809999999,OH,US,"8348 Colerain Avenue, Cincinnati, Ohio 45239",CSL Plasma,513.725.4175
40.1831214,-85.3820621,Delaware County,IN,"1321 S Madison Avenue, Muncie, Indiana 47302",CSL Plasma,765.273.4130
42.2668498,-89.0366438,Winnebago County,IL,"3800 East State Street, Rockford, Illinois 61108",CSL Plasma,779.207.4419
33.6818024,-84.4230931,GA,US,"1043 Cleveland Ave, East Point, Georgia 30344,",CSL Plasma,404.902.5749
34.2783498,-83.8519942,Hall County,GA,"2293 Browns Bridge Rd, Gainesville, Georgia 30501",CSL Plasma,678.207.4844
31.3389603,-109.5605746,Cochise County,AZ,"101 E 5th Street, Douglas, Arizona 85607",CSL Plasma,520.645.1045
29.4786728,-98.5417612,TX,US,"3655 Fredericksburg Road, #107, San Antonio, Texas 78201",CSL Plasma (Fredericksburg),210-736-2824
29.4184341,-98.65685339999999,TX,US,"8725 Marbach Road, # 275, San Antonio, Texas 78227",CSL Plasma (Lackland),210-675-4521
47.53336969999999,21.630937,Csapó u.,Debrecen,"Csapo utca 42, 4029 Debrecen, Hungary",CSL Plasma - Debrecen,
50.11522069999999,8.6824438,DA,HE,"Stiftstrasse 9-17, 60313 Frankfurt am Main, Germany",CSL Plasma - Frankfurt,
48.1026232,20.7855125,Széchenyi István út,Miskolc,"Széchenyi István út 35, 3525 Miskolc, Hungary",CSL Plasma - Miskolc,
47.95815229999999,21.7180478,Nagy Imre tér,Nyíregyháza,"Nagy Imre tér 1, Bldg A 4th floor, 4400 Nyíregyháza, Hungary",CSL Plasma - Nyíregyháza,
50.0320692,14.4909962,Hlavní město Praha,Hlavní město Praha,"Roztylska 2321/19, Prague, 14800 Czech Republic",EUROPLASMA s.r.o.,+42 272075555
50.10902,14.585354,Hlavní město Praha,Hlavní město Praha,"Chlumecka 756/6, Prague, 19819 Czech Republic",EUROPLASMA s.r.o. Spendezentrum CernyMost,+42.272.075.555
48.1402285,16.9224138,Bruck an der Leitha,Niederösterreich,"Landstrasse 155-157, Hainburg, 2410 Austria",EUROPLASMA Spendezentrum Hainburg,432-216-5520
47.3818937,15.0954583,Leoben,Steiermark,"Hauptplatz 19, Top 125, Leoben, 8700 Austria",EUROPLASMA Spendezentrum Leoben,433-842-4440
48.75590889999999,15.9516493,Hollabrunn,Niederösterreich,"Kremser Strasse 5, Retz, 2070 Austria",EUROPLASMA Spendezentrum Retz,432-942-2033
47.0122052,15.4128355,Graz-Umgebung,Steiermark,"Shopping City Seiersberg 1, Seiersberg, 8055 Austria",EUROPLASMA Spendezentrum Seiersberg,433-162-9333
48.2017688,15.6255607,St. Pölten,Niederösterreich,"Schulring 21, St. Polten, 3100 Austria",EUROPLASMA Spendezentrum St. Polten,432-742-9033
48.2689294,16.4009604,Wien,Wien,"Ignaz Koeckstrasse 10, Tech 21, Wien Vienna, 1210 Austria",EUROPLASMA Spendezentrum Wien 21,431-908-1100
48.2250973,16.3602046,Wien,Wien,"Alserbachstrasse 18, Wien Vienna, 1090 Austria",EUROPLASMA Spendezentrum Wien 9,431-319-5363
34.1356937,-117.2911635,CA,US,"371 W Highland Avenue, San Bernardino, California 92404","GCAM Plasma, Inc.",909-883-9501
29.4997973,-98.62451279999999,TX,US,"7018 Bandera Road, Leon Valley, Texas 78238","GCAM Plasma, Inc.",210.680.0562
27.5026493,-99.5040154,TX,US,"815 Grant Street, Laredo, Texas 78040","GCAM Plasma, Inc.",956-729-7677
28.70664429999999,-100.5047858,Maverick County,TX,"220 E Rio Grande Street, Eagle Pass, Texas 78852","GCAM Plasma, Inc.",830-752-6286
42.585413,-114.4632955,ID,US,"771 N College Road, Twin Falls, Idaho 83301","GCAM Plasma, Inc.",280-733-5177
46.7294734,-117.179688,Whitman County,WA,"320 E Main Street, Pullman, Washington 99163","GCAM Plasma, Inc.",509-715-1133
29.35663589999999,-98.47901619999999,TX,US,"1131 SE Military Drive, San Antonio, Texas 78214","GCAM Plasma, Inc.",210-928-9031
33.5115716,-86.8187603,AL,US,"1129 4th Avenue North, Birmingham, Alabama 35203",Grifols Biomat USA,205-583-4744
30.6193623,-88.1576889,AL,US,"3460 Demetropolis Road, Mobile, Alabama 36693",Grifols Biomat USA,251-666-3155
33.5105282,-86.80080939999999,AL,US,"2101 3rd Avenue South, Birmingham, Alabama 35233",Grifols Biomat USA,205-322-2400
33.4938002,-112.1003132,Maricopa County,AZ,"4020 North 19th Avenue, Phoenix, Arizona 85015",Grifols Biomat USA,602-266-1616
33.40478,-111.8740458,Maricopa County,AZ,"535 South Dobson Road, Mesa, Arizona 85202",Grifols Biomat USA,480-833-1598
33.509887,-112.172684,AZ,US,"5242 W. Camelback Road, Glendale, Arizona 85301",Grifols Biomat USA,602-272-3224
35.3717179,-94.39445429999999,Sebastian County,AR,"3400 Rogers Avenue, #114, Ft. Smith, Arkansas 72903",Grifols Biomat USA,479-782-0197
34.1944765,-118.5529048,CA,US,"19255 Vanowen Street, Reseda, California 91335",Grifols Biomat USA,818-201-3800
32.7692327,-117.0436871,CA,US,"7150 El Cajon Boulevard, San Diego, California 92115",Grifols Biomat USA,619-521-5850
33.808657,-117.858606,Orange County,CA,"612 B West Katella Avenue, Orange, California 92867",Grifols Biomat USA,714-639-2323
35.3907382,-118.9969346,CA,US,"246 Bernard Street, Bakersfield, California 93305",Grifols Biomat USA,661-863-0621
34.1943454,-118.5180531,CA,US,"17641 Vanowen Street, Van Nuys, California 91406",Grifols Biomat USA,818-344-0204
35.3186834,-119.0384918,CA,US,"4030 Wible Road, Bakersfield, California 93309",Grifols Biomat USA,661-833-2380
39.7242018,-104.8200173,CO,US,"501 Sable Boulevard, Aurora, Colorado 80011",Grifols Biomat USA,303-367-9660
39.7398123,-105.0958389,CO,US,"8800 W. Colfax Avenue, Lakewood, Colorado 80215",Grifols Biomat USA,303-620-4655
38.8257117,-104.7592351,CO,US,"3776 Airport Road, Colorado Springs, Colorado 80910",Grifols Biomat USA,719-380-6991
30.4500168,-84.31409169999999,Leon County,FL,"1950 West Tennessee Street, Tallahassee, Florida 32304",Grifols Biomat USA,850-222-0195
28.6529009,-81.38690179999999,Seminole County,FL,"380 S. Northlake Blvd, Suite 1024, Altamonte Springs, Florida 32701",Grifols Biomat USA,407-628-4248
32.8503648,-83.6262952,Bibb County,GA,"630 North Avenue, Macon, Georgia 31211",Grifols Biomat USA,478-745-7626
31.9969757,-81.1245577,GA,US,"8805 White Bluff Road, Suite G,H, J, Savannah, Georgia 31406",Grifols Biomat USA,912-927-4005
33.4695152,-82.05540069999999,GA,US,"3160 Wrightsboro Road, Augusta, Georgia 30909",Grifols Biomat USA,706-733-9158
42.8651886,-112.4452401,ID,US,"425 E. Center, Pocatello, Idaho 83201",Grifols Biomat USA,208-233-3888
43.5891199,-116.2318001,Ada County,ID,"4017 Overland Road, Boise, Idaho 83705",Grifols Biomat USA,208-338-8417
43.825715,-111.7821677,ID,US,"48 E. Main Street, Rexburg, Idaho 83440",Grifols Biomat USA,208-359-1800
41.7366228,-87.7049457,Cook County,IL,"3280 West 87th Street, Chicago, Illinois 60652",Grifols Biomat USA,708-459-9888
41.6731,-86.27783060000002,IN,US,"1901 Western Avenue, South Bend, Indiana 46619",Grifols Biomat USA,574-234-6010
39.4787495,-87.4007195,Vigo County,IN,"1132 Locust Street, Terre Haute, Indiana 47807",Grifols Biomat USA,812-645-0016
39.77446560000001,-86.1619023,IN,US,"502 North Capitol, Indianapolis, Indiana 46204",Grifols Biomat USA,317-637-3294
39.8225914,-86.01058719999999,IN,US,"3620 North Post Road, Indianapolis, Indiana 46226",Grifols Biomat USA,317-890-8997
41.6016692,-93.6253819,IA,US,"1223 6th Avenue, Des Moines, Iowa 50314",Grifols Biomat USA,515-244-0771
41.262379,-95.85250309999999,IA,US,"617 Mynster Street, Council Bluffs, Iowa 51503",Grifols Biomat USA,712-352-1218
39.05887209999999,-95.7013171,KS,US,"2120 Southwest 6th Street, Topeka, Kansas 66606",Grifols Biomat USA,785-233-0079
30.5019943,-91.1317152,East Baton Rouge Parish,LA,"5906 Airline Highway, Suite 101, Baton Rouge, Louisiana 70805",Grifols Biomat USA,225-354-0965
39.4185185,-77.4413158,MD,US,"1037C West Patrick Street, Frederick, Maryland 21702",Grifols Biomat USA,301-360-2400
42.29489540000001,-85.58197969999999,Kalamazoo County,MI,"167 E. Kalamazoo Avenue, Kalamazoo, Michigan 49007",Grifols Biomat USA,269-381-0086
42.4453898,-83.32708559999999,Oakland County,MI,"28400 Grand River Avenue, Farmington Hills, Michigan 48336",Grifols Biomat USA,248-957-2227
40.8127813,-96.6925095,NE,US,"2002 N Street, Lincoln, Nebraska 68510",Grifols Biomat USA,402-438-4466
36.1759019,-115.1370832,Clark County,NV,"611 North Las Vegas Boulevard, Las Vegas, Nevada 89101",Grifols Biomat USA,702-385-5172
39.532744,-119.811273,NV,US,"270 E. Sixth Street, Reno, Nevada 89501",Grifols Biomat USA,775-329-9421
39.1888633,-84.4617665,OH,US,"1828 Seymour Avenue, Cincinnati, Ohio 45237",Grifols Biomat USA,513-618-7999
41.4819318,-81.603282,OH,US,"2840 East 116th Street, Cleveland, Ohio 44120",Grifols Biomat USA,216-258-0249
39.9566362,-82.89594,OH,US,"3840 East Main Street, Whitehall, Ohio 43213",Grifols Biomat USA,614-231-5322
35.4635237,-97.4106765,OK,US,"6700 East Reno Avenue, Midwest City, Oklahoma 73110",Grifols Biomat USA,405-737-2447
45.4905193,-122.5806327,OR,US,"8033 SE Holgate Blvd, Portland, Oregon 97206",Grifols Biomat USA,503-777-5320
40.3446553,-75.9243968,PA,US,"630 Greenwich Street, Suite 3, Reading, Pennsylvania 19601",Grifols Biomat USA,610-685-5060
36.3126924,-82.3511651,Washington County,TN,"812 Buffalo Street, Johnson City, Tennessee 37604",Grifols Biomat USA,423-926-8174
36.5409719,-82.5223465,TN,US,"1728 N Eastman Rd Ste 1B, Kingsport, Tennessee 37664",Grifols Biomat USA,423-246-6035
36.5726523,-87.4083933,Montgomery County,TN,"1596 Ft. Campbell Blvd, Suite C, Clarksville, Tennessee 37042",Grifols Biomat USA,931-647-5555
36.1565448,-86.7950449,TN,US,"1620 Church Street, Nashville, Tennessee 37203",Grifols Biomat USA,615-327-0218
32.8336597,-96.67116279999999,Dallas County,TX,"2580 Gus Thomasson Road, Dallas, Texas 75228",Grifols Biomat USA,214-321-6777
32.7203672,-97.1135639,Tarrant County,TX,"1519 S. Cooper St., Arlington, Texas 76010",Grifols Biomat USA,817-461-4764
32.7315628,-97.40708649999999,Tarrant County,TX,"5629 West Rosedale Street, Ft. Worth, Texas 76107",Grifols Biomat USA,817-570-9212
29.8275144,-95.4310534,Harris County,TX,"1223 West 43rd Street, Houston, Texas 77018",Grifols Biomat USA,713-688-3288
29.6549831,-95.52943119999999,Harris County,TX,"8747 West Bellfort, Houston, Texas 77031",Grifols Biomat USA,713-484-6899
29.6695255,-95.2602003,Harris County,TX,"8537 Gulf Freeway, Houston, Texas 77017",Grifols Biomat USA,713-943-8828
29.87024349999999,-95.4038446,Harris County,TX,"330 West Little York Road, Houston, Texas 77076",Grifols Biomat USA,281.999.7970
27.5052458,-99.5107338,TX,US,"1502 Hidalgo Street, Laredo, Texas 78040",Grifols Biomat USA,956-796-0222
29.4304196,-98.4942813,Bexar County,TX,"500 N Flores Avenue, San Antonio, Texas 78205",Grifols Biomat USA,210-210-7304
26.2072241,-98.2287271,TX,US,"400 N 10th Street, McAllen, Texas 78501",Grifols Biomat USA,956-686-0042
32.6047671,-96.7851606,Dallas County,TX,"1441 W. Pleasant Run Road, Lancaster, Texas 75146",Grifols Biomat USA,972-275-0570
41.108595,-112.019934,Davis County,UT,"375 S. State Street #H, Clearfield, Utah 84015",Grifols Biomat USA,801-825-1999
40.7516313,-111.8896959,UT,US,"38 E 800 South, Salt Lake City, Utah 84111",Grifols Biomat USA,801-363-7697
40.7717461,-111.9089435,Salt Lake County,UT,"630 West North Temple, Salt Lake City, Utah 84116",Grifols Biomat USA,801-531-1279
40.6690281,-111.9538492,Salt Lake County,UT,"2520 W. 4700 South, Bldg. A, Taylorsville, Utah 84129",Grifols Biomat USA,801-965-9160
41.2081543,-111.9489887,UT,US,"3073 Harrison Boulevard, Ogden, Utah 84403",Grifols Biomat USA,801-392-2296
40.2744359,-111.6866512,Utah County,UT,"349 E. University Parkway, Orem, Utah 84058",Grifols Biomat USA,801-235-9800
